HIST1H3F	136
HIST2H3C	136
H3F3A	136
PTBP1	550
VDAC1	283
FLOT2	379
EEF1D	281
RPS3A	264
PGRMC1	195
HSD17B10	261
RPL10A	217
RPL15	204
NCL	710
RPS6	249
CAPZA1	286
SSBP1	148
MRPS17	130
SFRS1	248
RPL3	403
EEF1G	437
RPL17	184
C1orf57	190
MYH9	1960
JUP	745
RSL1D1	490
RPL21	160
RPS27A	156
IRS4	1257
HMGA2	109
SFRS3	164
UBAP2L	1087
SMPDL3B	455
CKB	381
MYCBP	103
EBNA1BP2	306
SNRPN	240
TARDBP	414
RPL18	188
RPS18	152
H2AFY	369
LGALS3BP	585
PPP1CA	330
CD59	128
PABPC1	636
LMNB1	586
RPL7A	266
ATP5O	213
ATP6V1B2	511
PCBP2	362
RPL11	178
MYO1C	1028
RPL31	125
RPS28	69
NME1-NME2	267
SNRPG	76
RPL32	135
HNRNPC	303
RPS27	84
RPN1	607
RPL13	211
CAPZB	272
RPS2	293
TMOD3	352
PRDX4	271
PURA	322
HNRNPD	306
RFTN1	578
PPP1CB	327
PPP1CC	323
EIF5A	154
TCEB2	161
RPL27A	148
PPT1	306
YWHAG	247
RPL18A	176
CENPV	272
ELAVL1	326
HMGA1	107
YES1	543
CD109	1445
MRPL15	296
RPS10	165
RPL35A	110
MRPL23	153
ATP1B3	279
RPL38	70
ATP6V0D1	351
TRIM28	835
UNC84B	717
RPS19	145
PABPC4	644
VCP	806
TIMM50	456
MYO1D	1006
PCBP1	356
RBM39	530
DNAJA2	412
LDHB	334
CAD	2225
RPL28	137
PKM2	531
YWHAB	246
SFRS7	238
HSP90AA1	854
YWHAQ	245
YWHAZ	245
CBX3	183
ATP5H	137
PFKL	780
ATP5B	529
XRCC6	609
ZNF512	567
RPL23A	156
MYO1B	1078
MDH2	338
CBX5	191
EIF4A3	411
SKP1	160
SPTAN1	2472
STUB1	303
VDAC2	294
MRPL12	198
ATP6V0C	155
AIFM1	609
GLUD1	558
ULBP3	244
RPL36	105
H1F0	194
SNRPC	159
MFI2	738
SFRS5	107
RPL14	216
LLPH	129
RPS20	119
ALDOA	364
ECHS1	290
MRPL4	311
MRPL1	303
RPL30	115
CFL1	166
CACNA2D1	1091
MRPL9	267
FXR2	673
FMR1	632
FXR1	621
MOXD1	545
METAP1	272
ATP1A1	1023
PFKP	784
PHB2	299
HP1BP3	553
PSMC4	387
PON2	354
HSD17B12	312
NME1	177
LTBP1	1396
LRRC59	307
PRPS1L1	318
CPSF7	471
RPS9	194
ERLIN1	346
RPSA	295
RPL19	196
KPNB1	876
HSP90AB1	724
GSTP1	210
HSPH1	858
DSG2	1117
MRPS11	194
DKC1	514
CSDA	372
SF3B3	1217
RPL34	117
SF3B1	1304
PDIA6	440
SERPINH1	418
SNRPB2	225
PTP4A2	167
RPL24	157
DHX15	795
NOP56	594
U2AF2	475
HSP90B1	803
SUCLG1	333
RPL27	136
KIF20A	890
ATP6V1A	617
PRKAR2A	404
NUCKS1	243
NIP7	180
NOC2L	749
ILF2	390
HNRNPA3	378
ATP5C1	297
DNAJC9	260
CKAP4	602
GNB2L1	317
MYO6	1285
RBM14	669
SLC25A3	361
U2AF1	240
C11orf59	161
GANAB	944
RPN2	631
EIF3E	445
ALDOC	364
EFR3A	785
PAICS	425
PNPO	261
MRPL10	261
SFRS9	221
DYNC1LI2	492
G3BP1	466
VDAC3	283
XRCC5	732
DDOST	456
SFRS6	344
SLC25A6	298
FASN	2511
LMNA	664
MRPS25	173
NOP2	808
EEF1B2	225
KIF22	665
RPL8	257
YEATS4	227
HNRNPUL1	756
EIF3K	218
PI4KA	2044
NUP210	1887
ATP6V1E1	226
RPS7	194
SLC1A5	541
ETFA	333
PPIB	216
NACA	215
GAR1	217
GPC4	556
P4HB	508
ERLIN2	339
ATP6V0A1	831
VARS	1264
TAF15	592
CADM1	442
MARCKS	332
RPL9	192
THOC6	341
LIMA1	759
ZCCHC8	707
DBN1	649
RFC4	363
PGAM1	254
NKRF	690
PLBD2	589
GFRA1	460
CTSB	339
SRCAP	3170
RARS	660
LSR	630
RRS1	365
ADAR	1226
IGF2BP1	577
DAP3	398
ACAA2	397
RBM28	759
SFRS4	494
RBM34	425
STRAP	350
HNRNPH3	346
TRA2B	288
NDUFS3	264
EXOSC4	245
MYH11	1938
MSH2	934
PRPF19	504
ACTR3	418
CKAP2	682
SLC3A2	661
DYNC1H1	4646
LRPPRC	1394
DDB1	1140
CANX	592
DLST	453
PRMT1	347
RP2	350
EFTUD2	972
RBM4B	359
EIF2S2	333
LDHA	332
PRDX1	199
NVL	856
RAD21	631
GNL3	549
VPS72	364
EIF3G	320
EPRS	1512
MCM3	808
GDI1	447
PSMC3	439
ACTR1A	376
PAIP1	479
RBM17	401
HNRNPAB	332
ATP2A2	1042
FTSJ3	847
PYCR2	320
LTV1	475
SCARB2	478
CECR5	423
SF3B4	424
TPR	2349
SNRNP200	2136
EIF4A1	406
EIF4A2	407
MOV10	1003
HSPA4	840
SF1	548
LAMP1	416
OLA1	396
TMPO	454
PLRG1	514
IMPDH2	514
LUC7L3	432
SF3A2	464
KRR1	381
PSMD7	324
IARS	1262
PSMD2	908
SMARCE1	411
HSPA4L	839
HDAC2	488
CAPZA2	286
PPAN	473
DCTN2	406
PRPF8	2335
TFRC	760
PAK1IP1	392
ARPC2	300
UBA1	1058
XPR1	696
CAMK2D	499
MYBBP1A	1328
PDIA4	645
SMC3	1217
KIAA1967	923
ILVBL	632
GPI	558
PUF60	542
PHGDH	533
NOC3L	800
FIP1L1	594
ALDH1B1	517
STK4	487
SFRS11	484
KPNA2	529
SLC7A5	507
RBBP7	425
CACNA2D2	1145
CPVL	476
NUP62	522
TUBG1	451
KTN1	1357
CTNNB1	781
NOL9	702
SF3A3	501
NDUFS2	463
KIDINS220	1771
EPB41L3	1087
HUWE1	4374
TUBGCP3	907
MCM2	904
DARS	501
CNTN1	1018
COIL	576
YARS	528
IQGAP1	1657
WBP11	641
CEP70	597
IGF2BP3	579
DLD	509
OGDH	1023
ATP6V0A2	856
ITGB1	798
NUP85	656
LYN	512
CCDC47	483
NUP160	1436
KDM1A	852
CDC5L	802
ADD1	737
ZBTB24	697
LAMP2	410
NUP214	2090
ZC3H18	953
CUL4B	913
COPG	874
MCM6	821
PTCD3	689
RANGAP1	587
HADHB	474
SFRS14	1082
DHX36	1008
MARS	900
ILF3	894
PNN	717
TRAP1	704
MYH14	1995
RBM15	977
PSMD1	953
SF3B2	895
CUL3	768
NUMA1	2115
UPF1	1118
GTF2I	998
XRN2	950
SAFB	915
NCAM1	848
SON	2303
SCAF1	1312
NUP133	1156
FARP2	1054
CTNNA1	906
NOP14	857
GCN1L1	2671
FLNB	2602
EIF3A	1382
CPSF1	1443
REST	1097
LARP1	1019
SRRM1	904
POLR1A	1717
PNPLA6	1327
STAG2	1231
COPA	1224
EIF3B	814
FANCI	906
GTF3C1	2109
RAB3GAP2	1393
TCERG1	1098
NNT	1086
NUP205	2012
NUP188	1749
ACIN1	1341
ZNF638	1978
HCFC1	1938
SMARCA4	1647
SMARCA2	1572
RPAP1	1393
RBBP6	1758
MDN1	5596
UBR5	2799
VCAN	3396
SPEN	3664
AHNAK	5890
DMAP1	467
NUDT21	227
SFRS13A	262
AKR7A2	359
RNPS1	305
SEPT11	429
PRSS1	247
OTUD4	1048
DYNC1I2	638
AATF	560
ASH2L	628
EWSR1	656
CSTF2	577
FUS	526
ALB	609
FNBP4	1015
SMARCC2	1214
RBM25	843
THOC2	1478
CKAP5	2032
TP53BP1	1972
MKI67	3256
TCOF1	1411
RANBP2	3224
SF3B14	125
SNRPF	86
DYNLRB2	96
LGALS3	250
HDGFRP3	203
MAX	160
DDX47	455
WDR61	305
GLYR1	553
CDC73	531
CCAR1	1150
DDX23	820
MRE11A	680
BCAS2	225
HNRNPA0	305
POLR2C	275
RPRD1B	326
CPSF6	551
HNRNPR	633
CBLL1	491
SMARCB1	385
RBMX	391
KIAA1429	1812
EIF3M	374
RING1	406
RNF2	336
EIF3C	913
THOC5	683
DEK	375
CD2BP2	341
RBBP4	425
THOC3	351
RAD50	1312
XRCC1	633
PRPF6	941
DDX52	491
NOC4L	516
HDAC1	482
PDS5A	1297
SKIV2L2	1042
CSTF3	717
SYNCRIP	623
SNRNP70	437
RPRD2	1424
SMU1	513
HNRPDL	420
USP39	565
CPSF2	782
TOP1	765
TOP2B	1621
SYMPK	1142
IWS1	819
SART1	800
TEX10	929
DDX42	938
KHSRP	711
WAPAL	1190
RAI14	980
BMS1	1282
RRP12	1297
LARS	1176
PELP1	1130
PRPF4B	1007
MSH6	1360
CAND1	1230
POP1	1024
TOP2A	1531
FANCD2	1471
EIF4G1	1403
WDR33	1336
SFRS15	1147
PBRM1	1602
CRKRS	1490
SIN3A	1273
SUPT6H	1726
MDC1	2089
POLR2A	1970
PDCD11	1871
OAT	439
FAHD2B	314
FAHD2A	314
CSE1L	971
WDR92	357
PFDN6	129
PIH1D1	290
C19orf2	535
UXT	169
PDRG1	133
POLR2E	210
RPAP3	665
PFDN2	154
CMAS	434
RPAP2	612
QPCT	361
POLDIP3	421
COPB1	953
POLR3A	1390
RP11-529I10.4	203
BAT1	428
DDX39	427
DNAJC8	264
MORF4L1	323
SCYL2	929
DAZAP1	407
RBM42	480
GTF3C2	911
API5	504
DDX18	670
AKAP8	692
TBL1Y	522
BAZ1A	1556
THOC1	657
SND1	910
DDX24	859
L3MBTL2	705
PPP1R10	940
RFC1	1147
CD2AP	639
UBE2O	1292
C12orf41	390
CSNK2B	215
CSNK2A1	391
C15orf44	518
CLNS1A	237
THOC4	257
CSNK2A2	350
PTGES3	160
KBTBD6	674
PSMA4	261
IVNS1ABP	642
KPNA6	536
KPNA1	538
SEPT7	418
PSMB3	205
C12orf11	706
EIF3I	325
PA2G4	394
OGT	1046
KARS	597
IPO8	1037
CEP164	1460
PLAT	516
EIF3L	564
XPC	940
EIF2C2	859
XPO1	1071
SMC4	1288
IPO5	1115
S100A7	101
BLOC1S2	142
C14orf166	244
HMGN2	90
DYNLT1	113
FEN1	380
CAP1	475
PFN1	140
GLO1	184
TAF4	1083
UBE2N	152
METAP2	478
DDX6	472
KCTD5	234
UBE2M	183
PPIA	165
TPI1	249
DDX1	740
HMGB1	215
TAGLN2	199
APEX1	318
MAPRE1	268
ARCN1	511
RAN	216
ALDH18A1	795
PTBP2	531
EZR	586
RFC2	320
PDS5B	1447
NAT10	1025
FUBP1	644
SET	277
ANXA2	339
ILKAP	392
LRRC47	583
PGK1	417
SFN	248
BRD2	801
ORC3L	711
NFYC	335
ROD1	552
VRK1	396
LUC7L2	402
CDKN2AIP	580
DYNC1LI1	523
UTP18	521
ZNF207	478
RPA1	616
MAZ	497
LIG3	1009
FERMT2	680
INTS3	1042
C1orf25	733
ANAPC7	565
SUPT16H	1047
RACGAP1	632
PDIA3	505
USP15	952
UBTF	764
FOXC1	553
COPB2	906
SRP68	627
VPS35	796
DDX46	1031
QARS	775
NSF	744
ZFR	1074
MAP1S	1059
ABCF1	807
SSRP1	709
ZMYM3	1370
POLD1	1107
MAP4	1152
CEP170	1584
EIF5B	1220
SUPT5H	1087
HEATR1	2144
ZC3H13	1564
POLR2H	150
RPF2	306
WDR5	334
KIAA1310	791
CMBL	245
PTS	145
KIAA1267	1105
TAF10	218
NR2F1	423
GTF3C3	886
RRP1B	758
NCAN	1321
ANP32E	268
KAT5	546
C16orf87	154
S100A9	114
PPM1G	546
ZNHIT1	154
MIER1	536
EP400	3122
ARID5B	1188
MEAF6	201
CALML5	146
TRRAP	3830
EPC2	763
C20orf20	204
LAS1L	734
CIRBP	172
ANP32A	249
BRD8	951
MORF4L2	288
DCD	110
CDYL	598
PTMA	110
IPO9	1041
MIF	115
NAP1L1	391
APRT	180
CFDP1	299
EPC1	836
JAZF1	243
ING3	418
MBTD1	410
MIER3	522
SENP3	574
SART3	963
RAD23B	409
TKT	623
PHF14	948
B3GALTL	498
BAHD1	780
ZNF281	895
RAI1	1906
NEFH	1020
HBA2	142
TNRC6B	1722
TXN	105
DNAJB6	326
PRDX2	198
PRDX6	224
BAT2	2157
MYBL2	700
GTF2A2	109
LIN52	116
LIN37	246
LIN9	558
UBE2I	158
RBM3	157
SUMO3	103
SF3B5	86
PHF5A	110
BUB3	328
PQBP1	265
NHP2	153
FKBP3	224
ACTR2	394
SKA1	255
SHOC2	582
TP53	393
DNM2	866
SAP18	153
TMOD2	351
RFC5	340
RAVER1	606
SEPT2	361
EIF6	245
CSTF1	431
CDC2	240
SMARCD2	475
NFIC	428
SNRPA	282
COPE	308
CORO1C	474
POLR1C	346
KPNA3	521
MEIS3	421
PPP1R9B	817
LZTS2	669
HNRPLL	542
TIAL1	375
PRPF38B	546
CPSF4	269
SFRS12	508
LUC7L	371
GATAD2B	593
PWP1	501
USP48	1035
MPRIP	1025
PPP1R12A	1030
TERF2	500
CTBP2	985
AP1B1	949
PPP2R1A	589
SERBP1	408
SMC2	1197
CUGBP2	509
EXOC1	894
SMARCA5	1052
ZNF148	794
SLTM	1016
SLFN11	901
GUF1	669
SVIL	2214
ZMYM4	1548
KIAA0196	1159
NOL6	1146
EXOSC10	860
STAG1	1258
USP7	1102
NUP155	1391
ARID1A	2285
ARID2	1835
MED1	1581
PHF3	2039
ANK3	4377
S100A16	103
CNBP	177
CAPRIN1	709
FOXO3	673
LMO7	1349
RPS21	83
MRPL52	123
RRP9	475
RPL26	145
PURB	312
MRPS22	360
MRPS2	296
MRPS27	414
MRPS7	242
MRPS35	323
RPA3	121
MRPS18B	258
POLR2B	1174
ZNF498	544
RNF41	246
MRPS26	205
MEPCE	689
FAU	133
GRSF1	424
ACAT1	427
POLR3B	1133
DHX30	1155
DBT	482
RBM19	960
EHMT2	1210
ZNHIT3	155
NUFIP1	495
ZNHIT6	470
BNC2	1021
SEPT9	568
C14orf169	641
CRNKL1	848
HDLBP	1268
PFDN5	154
VBP1	197
EXOSC7	291
RCC1	421
CALR	417
PCNA	261
TPT1	172
PFDN1	122
PRPF3	683
HMGB3	200
SERPINA1	418
HP	406
ETFB	255
AK2	239
SRP14	136
THOC7	204
PNKP	521
APOA1	267
AIMP1	312
MCM7	719
DPF2	391
MSN	577
SRP54	504
MSL3	416
CPSF3	684
TF	698
GTF3C4	822
RCOR1	482
PRKCSH	528
NUP93	819
VAT1	393
ALDH7A1	511
PICALM	652
NPLOC4	608
GMPS	693
EIF3D	548
PWP2	919
CEBPZ	1054
SFRS2IP	1148
IPO7	1038
C3	1663
EXOC4	974
DCTN1	1144
AP2B1	937
HBB	147
S100A8	93
ERCC5	1186
CYC1	325
CSRP1	193
BRCC3	316
SAP30	220
RG9MTD1	252
UIMC1	719
CIZ1	898
BRE	415
NCOA5	579
UQCRH	91
MBD3	291
HSPB1	205
MTA2	668
POLR3K	108
GATAD2A	490
HEXIM1	359
MBD2	411
RPP30	268
PDLIM7	457
TRIM25	630
GPX3	226
C19orf62	329
PON1	355
GTF2E2	291
MST1	711
CPT1A	756
F2	622
CPS1	1500
FAM82A2	470
ADCK4	544
DNAJA3	480
VTN	478
SEC63	760
ADNP	1102
POM121	984
C5	1676
CLSPN	1339
ZNF828	812
CFB	764
SAP130	1048
NCOR1	2440
C4A	1744
SCOC	122
SNAP29	258
CCDC101	293
SDCCAG3	354
TBRG1	260
QPCTL	382
HAX1	279
SEMG1	402
LUM	338
VPS52	723
P4HA1	534
AHSG	367
IQSEC1	963
TLN1	2541
XPO5	1204
LAMB1	1786
PZP	1482
C2orf44	721
ZNHIT2	403
CGA	116
CDCA2	1023
CCDC59	241
ZFP91	570
NCAPG2	1156
NCAPD3	1498
NUP153	1475
AHCTF1	2266
FAM120A	1118
MLL	3969
C21orf70	230
TCEB1	112
MCTS1	181
PSMB6	239
BANF1	89
PSMB1	241
S100A13	98
CAST	708
CUGBP1	483
CLTA	218
PSMB4	264
PSMB7	277
ANXA1	346
RFC3	202
LEPRE1	804
G3BP2	482
PSMC6	389
HMGN5	282
FAM21A	1341
HTATSF1	755
NUSAP1	440
SLC4A1AP	796
DDX31	851
DNMT1	1616
RBM26	980
DIDO1	2240
C20orf4	384
TSSC4	329
TTC27	843
ECD	644
